settlement_id,settlement_name,ward_name,lga_name,name_point_id,name_assignment_method,name_assignment_distance_m,name_validation_status,evidence_grade
SET_SET_428,Sukeme Gbene,Ward_78,Sagbama,SETNAME_12025462,Nearest GRID3 settlement-name point in same ward,4977.345424,Nearest-name assignment; manual review required,E0
SET_SET_2447,New Jerusalem Zion,Ward_31,Ekeremor,SETNAME_12267335,Nearest GRID3 settlement-name point in same ward,2069.84834,Nearest-name assignment; manual review required,E0
SET_SET_1700,Oleye Gbene,Ward_27,Ekeremor,SETNAME_12197358,Nearest GRID3 settlement-name point in same ward,2068.972124,Nearest-name assignment; manual review required,E0
SET_SET_1599,Angelic Zion,Ward_28,Ekeremor,SETNAME_12031425,Nearest GRID3 settlement-name point in same ward,2052.757026,Nearest-name assignment; manual review required,E0
SET_SET_2231,Zizako Gbene,Ward_25,Ekeremor,SETNAME_12066343,Nearest GRID3 settlement-name point in same ward,2051.47443,Nearest-name assignment; manual review required,E0
SET_SET_2487,Egbusuware,Ward_104,Ekeremor,SETNAME_12088220,Nearest GRID3 settlement-name point in same ward,2047.156673,Nearest-name assignment; manual review required,E0
SET_SET_1833,Egbemo Angalabiri,Ward_25,Ekeremor,SETNAME_12028751,Nearest GRID3 settlement-name point in same ward,2041.99545,Nearest-name assignment; manual review required,E0
SET_SET_1604,Gbaye Gbene,Ward_27,Ekeremor,SETNAME_12133859,Nearest GRID3 settlement-name point in same ward,2020.784804,Nearest-name assignment; manual review required,E0
SET_SET_1880,New Jerusalem Zion,Ward_31,Ekeremor,SETNAME_12267335,Nearest GRID3 settlement-name point in same ward,2010.139276,Nearest-name assignment; manual review required,E0
SET_SET_100,Obagbene,Ward_78,Sagbama,SETNAME_12273598,Nearest GRID3 settlement-name point in same ward,1992.473435,Nearest-name assignment; manual review required,E0
SET_SET_2172,Alesegbene,Ward_25,Ekeremor,SETNAME_12233612,Nearest GRID3 settlement-name point in same ward,1978.360541,Nearest-name assignment; manual review required,E0
SET_SET_1720,Esamasuode Gbene,Ward_31,Ekeremor,SETNAME_12015969,Nearest GRID3 settlement-name point in same ward,1968.796479,Nearest-name assignment; manual review required,E0
SET_SET_299,Kala Dono Camp,Ward_93,Sagbama,SETNAME_12131570,Nearest GRID3 settlement-name point in same ward,1967.287042,Nearest-name assignment; manual review required,E0
SET_SET_227,Ofubo Camp,Ward_93,Sagbama,SETNAME_12192001,Nearest GRID3 settlement-name point in same ward,1962.870102,Nearest-name assignment; manual review required,E0
SET_SET_1705,Egiren Gbene,Ward_27,Ekeremor,SETNAME_12210521,Nearest GRID3 settlement-name point in same ward,1952.975885,Nearest-name assignment; manual review required,E0
SET_SET_1679,Egbusuware,Ward_104,Ekeremor,SETNAME_12088220,Nearest GRID3 settlement-name point in same ward,1951.464775,Nearest-name assignment; manual review required,E0
SET_SET_1830,Awolowo Gbene,Ward_27,Ekeremor,SETNAME_12084639,Nearest GRID3 settlement-name point in same ward,1939.050581,Nearest-name assignment; manual review required,E0
SET_SET_1822,Mumotugbene,Ward_25,Ekeremor,SETNAME_12085960,Nearest GRID3 settlement-name point in same ward,1929.517376,Nearest-name assignment; manual review required,E0
SET_SET_776,Ognonuama,Ward_97,Sagbama,SETNAME_12128373,Nearest GRID3 settlement-name point in same ward,1917.302573,Nearest-name assignment; manual review required,E0
SET_SET_1607,Akpobuloama,Ward_27,Ekeremor,SETNAME_12087389,Nearest GRID3 settlement-name point in same ward,1906.761994,Nearest-name assignment; manual review required,E0
SET_SET_2177,Peretoru Gbene,Ward_26,Ekeremor,SETNAME_12188058,Nearest GRID3 settlement-name point in same ward,1851.232987,Nearest-name assignment; manual review required,E0
SET_SET_2451,Branyo Gbene,Ward_31,Ekeremor,SETNAME_12026410,Nearest GRID3 settlement-name point in same ward,1850.129683,Nearest-name assignment; manual review required,E0
SET_SET_1168,Ekeremor Gbene,Ward_60,Sagbama,SETNAME_12058377,Nearest GRID3 settlement-name point in same ward,1849.84795,Nearest-name assignment; manual review required,E0
SET_SET_297,Agbala Camp Seikeseiye,Ward_93,Sagbama,SETNAME_12108390,Nearest GRID3 settlement-name point in same ward,1840.211279,Nearest-name assignment; manual review required,E0
SET_SET_1856,Oniyegbene,Ward_25,Ekeremor,SETNAME_12191111,Nearest GRID3 settlement-name point in same ward,1831.817845,Nearest-name assignment; manual review required,E0
SET_SET_2175,Peretoru Gbene,Ward_26,Ekeremor,SETNAME_12188058,Nearest GRID3 settlement-name point in same ward,1825.216134,Nearest-name assignment; manual review required,E0
SET_SET_414,Aban Gbene,Ward_60,Sagbama,SETNAME_12017924,Nearest GRID3 settlement-name point in same ward,1813.449539,Nearest-name assignment; manual review required,E0
SET_SET_2199,Angalabirigbene,Ward_25,Ekeremor,SETNAME_12243366,Nearest GRID3 settlement-name point in same ward,1812.672266,Nearest-name assignment; manual review required,E0
SET_SET_2140,Tamo Ndoro,Ward_30,Ekeremor,SETNAME_12223083,Nearest GRID3 settlement-name point in same ward,1804.418189,Nearest-name assignment; manual review required,E0
SET_SET_200,Saidem Camp Iii,Ward_83,Sagbama,SETNAME_12128078,Nearest GRID3 settlement-name point in same ward,1799.079921,Nearest-name assignment; manual review required,E0
SET_SET_2455,Branyo Gbene,Ward_31,Ekeremor,SETNAME_12026410,Nearest GRID3 settlement-name point in same ward,1797.966443,Nearest-name assignment; manual review required,E0
SET_SET_1681,Tietiegbene,Ward_32,Ekeremor,SETNAME_12269355,Nearest GRID3 settlement-name point in same ward,1797.647832,Nearest-name assignment; manual review required,E0
SET_SET_1869,Atasisi Gbene Tubu,Ward_25,Ekeremor,SETNAME_12119315,Nearest GRID3 settlement-name point in same ward,1794.464536,Nearest-name assignment; manual review required,E0
SET_SET_1722,Branyo Gbene,Ward_31,Ekeremor,SETNAME_12026410,Nearest GRID3 settlement-name point in same ward,1787.785485,Nearest-name assignment; manual review required,E0
SET_SET_1729,Dio Gbene,Ward_28,Ekeremor,SETNAME_12022173,Nearest GRID3 settlement-name point in same ward,1784.391983,Nearest-name assignment; manual review required,E0
SET_SET_2391,Niatagbene,Ward_5,Ekeremor,SETNAME_12196799,Nearest GRID3 settlement-name point in same ward,1781.39189,Nearest-name assignment; manual review required,E0
SET_SET_1525,Kemeseigha Gbene,Ward_78,Sagbama,SETNAME_12037246,Nearest GRID3 settlement-name point in same ward,1774.061504,Nearest-name assignment; manual review required,E0
SET_SET_2203,Selenanabo,Ward_25,Ekeremor,SETNAME_12106314,Nearest GRID3 settlement-name point in same ward,1772.081574,Nearest-name assignment; manual review required,E0
SET_SET_454,Ossiama,Ward_97,Sagbama,SETNAME_12242733,Nearest GRID3 settlement-name point in same ward,1772.080482,Nearest-name assignment; manual review required,E0
SET_SET_1727,Branyo Gbene,Ward_31,Ekeremor,SETNAME_12026410,Nearest GRID3 settlement-name point in same ward,1765.742659,Nearest-name assignment; manual review required,E0
SET_SET_2167,Alesegbene,Ward_25,Ekeremor,SETNAME_12233612,Nearest GRID3 settlement-name point in same ward,1761.089721,Nearest-name assignment; manual review required,E0
SET_SET_10,Ayanmapou,Ward_86,Sagbama,SETNAME_12083220,Nearest GRID3 settlement-name point in same ward,1754.527828,Nearest-name assignment; manual review required,E0
SET_SET_1879,New Jerusalem Zion,Ward_31,Ekeremor,SETNAME_12267335,Nearest GRID3 settlement-name point in same ward,1735.182953,Nearest-name assignment; manual review required,E0
SET_SET_2287,Egbeletubo Gbene Ii,Ward_25,Ekeremor,SETNAME_12034372,Nearest GRID3 settlement-name point in same ward,1734.325208,Nearest-name assignment; manual review required,E0
SET_SET_1725,Branyo Gbene,Ward_31,Ekeremor,SETNAME_12026410,Nearest GRID3 settlement-name point in same ward,1722.219534,Nearest-name assignment; manual review required,E0
SET_SET_775,Ognonuama,Ward_97,Sagbama,SETNAME_12128373,Nearest GRID3 settlement-name point in same ward,1712.366207,Nearest-name assignment; manual review required,E0
SET_SET_296,Kentebegbene,Ward_93,Sagbama,SETNAME_11997082,Nearest GRID3 settlement-name point in same ward,1706.65611,Nearest-name assignment; manual review required,E0
SET_SET_2441,Selekeowei,Ward_25,Ekeremor,SETNAME_12084557,Nearest GRID3 settlement-name point in same ward,1686.09473,Nearest-name assignment; manual review required,E0
SET_SET_1873,Gold Eregbene,Ward_26,Ekeremor,SETNAME_12145791,Nearest GRID3 settlement-name point in same ward,1675.002272,Nearest-name assignment; manual review required,E0
SET_SET_1601,Ogugufagbene,Ward_27,Ekeremor,SETNAME_12141266,Nearest GRID3 settlement-name point in same ward,1673.351926,Nearest-name assignment; manual review required,E0
SET_SET_1894,Torukiri Gbene Ii,Ward_25,Ekeremor,SETNAME_12110188,Nearest GRID3 settlement-name point in same ward,1666.340008,Nearest-name assignment; manual review required,E0
SET_SET_1843,Dennisgbene,Ward_25,Ekeremor,SETNAME_12128820,Nearest GRID3 settlement-name point in same ward,1663.089289,Nearest-name assignment; manual review required,E0
SET_SET_1650,Azatitor,Ward_5,Ekeremor,SETNAME_12166876,Nearest GRID3 settlement-name point in same ward,1653.882086,Nearest-name assignment; manual review required,E0
SET_SET_1827,Yangagbene,Ward_25,Ekeremor,SETNAME_12196889,Nearest GRID3 settlement-name point in same ward,1647.074947,Nearest-name assignment; manual review required,E0
SET_SET_1617,Ekeremor Town,Ward_28,Ekeremor,SETNAME_12268660,Nearest GRID3 settlement-name point in same ward,1646.890577,Nearest-name assignment; manual review required,E0
SET_SET_19,Odupou Gbene,Ward_86,Sagbama,SETNAME_12252026,Nearest GRID3 settlement-name point in same ward,1633.667607,Nearest-name assignment; manual review required,E0
SET_SET_1683,Isampou,Ward_104,Ekeremor,SETNAME_12089790,Nearest GRID3 settlement-name point in same ward,1619.330885,Nearest-name assignment; manual review required,E0
SET_SET_1874,Yeyegbene,Ward_26,Ekeremor,SETNAME_12217098,Nearest GRID3 settlement-name point in same ward,1615.689501,Nearest-name assignment; manual review required,E0
SET_SET_1831,Awolowo Gbene,Ward_27,Ekeremor,SETNAME_12084639,Nearest GRID3 settlement-name point in same ward,1605.969825,Nearest-name assignment; manual review required,E0
SET_SET_2217,Deide Central Zion,Ward_25,Ekeremor,SETNAME_12142552,Nearest GRID3 settlement-name point in same ward,1603.966326,Nearest-name assignment; manual review required,E0
SET_SET_1658,Ebilowei Aleibiri Ii,Ward_32,Ekeremor,SETNAME_12018971,Nearest GRID3 settlement-name point in same ward,1591.54989,Nearest-name assignment; manual review required,E0
SET_SET_2202,Evelyngbene,Ward_25,Ekeremor,SETNAME_12111954,Nearest GRID3 settlement-name point in same ward,1590.289464,Nearest-name assignment; manual review required,E0
SET_SET_2270,Bilabiri,Ward_25,Ekeremor,SETNAME_12082729,Nearest GRID3 settlement-name point in same ward,1588.548003,Nearest-name assignment; manual review required,E0
SET_SET_79,Yeri Farm Camp,Ward_86,Sagbama,SETNAME_12214844,Nearest GRID3 settlement-name point in same ward,1583.067543,Nearest-name assignment; manual review required,E0
SET_SET_1651,Garden Of Eden,Ward_5,Ekeremor,SETNAME_12043461,Nearest GRID3 settlement-name point in same ward,1577.939287,Nearest-name assignment; manual review required,E0
SET_SET_2288,Dinefieama Gbene,Ward_25,Ekeremor,SETNAME_12152141,Nearest GRID3 settlement-name point in same ward,1570.839446,Nearest-name assignment; manual review required,E0
SET_SET_1890,Yenga Gbene,Ward_25,Ekeremor,SETNAME_12165579,Nearest GRID3 settlement-name point in same ward,1551.087192,Nearest-name assignment; manual review required,E0
SET_SET_1883,Ben Gbene,Ward_26,Ekeremor,SETNAME_12065991,Nearest GRID3 settlement-name point in same ward,1543.782557,Nearest-name assignment; manual review required,E0
SET_SET_1594,Ogugufagbene,Ward_27,Ekeremor,SETNAME_12141266,Nearest GRID3 settlement-name point in same ward,1543.54961,Nearest-name assignment; manual review required,E0
SET_SET_2452,Branyo Gbene,Ward_31,Ekeremor,SETNAME_12026410,Nearest GRID3 settlement-name point in same ward,1532.950971,Nearest-name assignment; manual review required,E0
SET_SET_1622,Azideyeregbene,Ward_28,Ekeremor,SETNAME_12019753,Nearest GRID3 settlement-name point in same ward,1528.43436,Nearest-name assignment; manual review required,E0
SET_SET_1737,Simon Gbene,Ward_26,Ekeremor,SETNAME_12281527,Nearest GRID3 settlement-name point in same ward,1520.703033,Nearest-name assignment; manual review required,E0
SET_SET_1109,Toru Ebeni Ii,Ward_96,Sagbama,SETNAME_12214144,Nearest GRID3 settlement-name point in same ward,1507.053321,Nearest-name assignment; manual review required,E0
SET_SET_2218,Deide Central Zion,Ward_25,Ekeremor,SETNAME_12142552,Nearest GRID3 settlement-name point in same ward,1504.506031,Nearest-name assignment; manual review required,E0
SET_SET_1672,Ebiama Zion,Ward_34,Ekeremor,SETNAME_12236618,Nearest GRID3 settlement-name point in same ward,1503.449689,Nearest-name assignment; manual review required,E0
SET_SET_268,Akpobasaha Camp,Ward_93,Sagbama,SETNAME_12033396,Nearest GRID3 settlement-name point in same ward,1503.001351,Nearest-name assignment; manual review required,E0
SET_SET_78,Yeri Farm Camp,Ward_86,Sagbama,SETNAME_12214844,Nearest GRID3 settlement-name point in same ward,1499.229891,Nearest-name assignment; manual review required,E0
SET_SET_94,Suowari Gbene,Ward_78,Sagbama,SETNAME_12200237,Nearest GRID3 settlement-name point in same ward,1496.08219,Nearest-name assignment; manual review required,E0
SET_SET_1867,Paikegha Gbene,Ward_25,Ekeremor,SETNAME_12108608,Nearest GRID3 settlement-name point in same ward,1489.216628,Nearest-name assignment; manual review required,E0
SET_SET_2204,Fouriri Egbemo Angalabari,Ward_25,Ekeremor,SETNAME_12029535,Nearest GRID3 settlement-name point in same ward,1479.814444,Nearest-name assignment; manual review required,E0
SET_SET_1719,Tamogbene,Ward_31,Ekeremor,SETNAME_12145433,Nearest GRID3 settlement-name point in same ward,1475.557542,Nearest-name assignment; manual review required,E0
SET_SET_1878,Feremo Ama,Ward_31,Ekeremor,SETNAME_12247354,Nearest GRID3 settlement-name point in same ward,1473.317075,Nearest-name assignment; manual review required,E0
SET_SET_1088,Binatonghan Ama,Ward_93,Sagbama,SETNAME_12101647,Nearest GRID3 settlement-name point in same ward,1472.512734,Nearest-name assignment; manual review required,E0
SET_SET_2292,Rodeyesi Gbene,Ward_25,Ekeremor,SETNAME_12056641,Nearest GRID3 settlement-name point in same ward,1467.663002,Nearest-name assignment; manual review required,E0
SET_SET_295,Agbala Camp Seikeseiye,Ward_93,Sagbama,SETNAME_12108390,Nearest GRID3 settlement-name point in same ward,1464.780405,Nearest-name assignment; manual review required,E0
SET_SET_1603,Diwebou Gbene Iii,Ward_27,Ekeremor,SETNAME_12146203,Nearest GRID3 settlement-name point in same ward,1464.072659,Nearest-name assignment; manual review required,E0
SET_SET_40,Isielo Camp,Ward_81,Sagbama,SETNAME_12047429,Nearest GRID3 settlement-name point in same ward,1462.392503,Nearest-name assignment; manual review required,E0
SET_SET_1702,Asia Gbene,Ward_28,Ekeremor,SETNAME_12261650,Nearest GRID3 settlement-name point in same ward,1460.462448,Nearest-name assignment; manual review required,E0
SET_SET_97,Obagbene,Ward_78,Sagbama,SETNAME_12273598,Nearest GRID3 settlement-name point in same ward,1453.384921,Nearest-name assignment; manual review required,E0
SET_SET_1851,Ajatitor,Ward_25,Ekeremor,SETNAME_12240921,Nearest GRID3 settlement-name point in same ward,1452.960222,Nearest-name assignment; manual review required,E0
SET_SET_1865,Paikegha Gbene,Ward_25,Ekeremor,SETNAME_12108608,Nearest GRID3 settlement-name point in same ward,1449.736444,Nearest-name assignment; manual review required,E0
SET_SET_2240,Okofuba Gbene,Ward_25,Ekeremor,SETNAME_12262815,Nearest GRID3 settlement-name point in same ward,1438.738361,Nearest-name assignment; manual review required,E0
SET_SET_1699,Osadebe Gbene,Ward_27,Ekeremor,SETNAME_12150808,Nearest GRID3 settlement-name point in same ward,1431.030717,Nearest-name assignment; manual review required,E0
SET_SET_1619,Branyo Gbene,Ward_31,Ekeremor,SETNAME_12026410,Nearest GRID3 settlement-name point in same ward,1425.259,Nearest-name assignment; manual review required,E0
SET_SET_1698,Mieyanteide,Ward_27,Ekeremor,SETNAME_12085677,Nearest GRID3 settlement-name point in same ward,1406.97945,Nearest-name assignment; manual review required,E0
SET_SET_1600,Angelic Zion,Ward_28,Ekeremor,SETNAME_12031425,Nearest GRID3 settlement-name point in same ward,1404.777449,Nearest-name assignment; manual review required,E0
SET_SET_2198,Rachelgbene,Ward_25,Ekeremor,SETNAME_12184350,Nearest GRID3 settlement-name point in same ward,1395.823513,Nearest-name assignment; manual review required,E0
SET_SET_1390,Agbala Camp Seikeseiye,Ward_93,Sagbama,SETNAME_12108390,Nearest GRID3 settlement-name point in same ward,1394.686813,Nearest-name assignment; manual review required,E0
SET_SET_1627,Azideyeregbene,Ward_28,Ekeremor,SETNAME_12019753,Nearest GRID3 settlement-name point in same ward,1381.48724,Nearest-name assignment; manual review required,E0
SET_SET_1710,Daraghagbene,Ward_28,Ekeremor,SETNAME_12011036,Nearest GRID3 settlement-name point in same ward,1379.883381,Nearest-name assignment; manual review required,E0
SET_SET_24,Okwudili Camp,Ward_83,Sagbama,SETNAME_12226405,Nearest GRID3 settlement-name point in same ward,1376.762474,Nearest-name assignment; manual review required,E0
SET_SET_20,Leyegbene,Ward_86,Sagbama,SETNAME_12187292,Nearest GRID3 settlement-name point in same ward,1369.570213,Nearest-name assignment; manual review required,E0
SET_SET_409,Oruseri Gha Gbene,Ward_64,Sagbama,SETNAME_12279854,Nearest GRID3 settlement-name point in same ward,1365.047267,Nearest-name assignment; manual review required,E0
SET_SET_303,Oweisingha Gbene,Ward_78,Sagbama,SETNAME_12035248,Nearest GRID3 settlement-name point in same ward,1363.433963,Nearest-name assignment; manual review required,E0
SET_SET_77,Yeri Farm Camp,Ward_86,Sagbama,SETNAME_12214844,Nearest GRID3 settlement-name point in same ward,1345.135313,Nearest-name assignment; manual review required,E0
SET_SET_2446,Ebiboloukaemi Zion,Ward_31,Ekeremor,SETNAME_12076469,Nearest GRID3 settlement-name point in same ward,1342.171432,Nearest-name assignment; manual review required,E0
SET_SET_1686,Karen Ama,Ward_32,Ekeremor,SETNAME_12043811,Nearest GRID3 settlement-name point in same ward,1339.871578,Nearest-name assignment; manual review required,E0
SET_SET_1152,New Patani,Ward_93,Sagbama,SETNAME_12088969,Nearest GRID3 settlement-name point in same ward,1338.634341,Nearest-name assignment; manual review required,E0
SET_SET_2158,Ajamabri,Ward_5,Ekeremor,SETNAME_12065684,Nearest GRID3 settlement-name point in same ward,1329.877657,Nearest-name assignment; manual review required,E0
SET_SET_89,Amgbariam Agbene,Ward_81,Sagbama,SETNAME_12101377,Nearest GRID3 settlement-name point in same ward,1327.286265,Nearest-name assignment; manual review required,E0
SET_SET_1860,Faithgbene,Ward_25,Ekeremor,SETNAME_12041972,Nearest GRID3 settlement-name point in same ward,1327.022123,Nearest-name assignment; manual review required,E0
SET_SET_1832,Esamasuode Gbene,Ward_31,Ekeremor,SETNAME_12015969,Nearest GRID3 settlement-name point in same ward,1319.268146,Nearest-name assignment; manual review required,E0
SET_SET_1677,Aleibiri,Ward_29,Ekeremor,SETNAME_12069586,Nearest GRID3 settlement-name point in same ward,1319.185945,Nearest-name assignment; manual review required,E0
SET_SET_2392,Niatagbene,Ward_5,Ekeremor,SETNAME_12196799,Nearest GRID3 settlement-name point in same ward,1316.292513,Nearest-name assignment; manual review required,E0
SET_SET_1652,Deinnimugha,Ward_5,Ekeremor,SETNAME_12067049,Nearest GRID3 settlement-name point in same ward,1315.620052,Nearest-name assignment; manual review required,E0
SET_SET_76,Yeri Farm Camp,Ward_86,Sagbama,SETNAME_12214844,Nearest GRID3 settlement-name point in same ward,1306.294552,Nearest-name assignment; manual review required,E0
SET_SET_1605,Ogugufagbene,Ward_27,Ekeremor,SETNAME_12141266,Nearest GRID3 settlement-name point in same ward,1306.215427,Nearest-name assignment; manual review required,E0
SET_SET_478,Kakanda Gbene,Ward_78,Sagbama,SETNAME_12070633,Nearest GRID3 settlement-name point in same ward,1300.435711,Nearest-name assignment; manual review required,E0
SET_SET_458,Korotimi Sere Gbene,Ward_97,Sagbama,SETNAME_12102710,Nearest GRID3 settlement-name point in same ward,1293.598182,Nearest-name assignment; manual review required,E0
SET_SET_442,Ekeremor Gbene,Ward_60,Sagbama,SETNAME_12058377,Nearest GRID3 settlement-name point in same ward,1290.694541,Nearest-name assignment; manual review required,E0
SET_SET_1625,Ekeremor,Ward_28,Ekeremor,SETNAME_12072900,Nearest GRID3 settlement-name point in same ward,1290.537907,Nearest-name assignment; manual review required,E0
SET_SET_2241,Azosibewe Gbene,Ward_25,Ekeremor,SETNAME_12229629,Nearest GRID3 settlement-name point in same ward,1274.018383,Nearest-name assignment; manual review required,E0
SET_SET_1087,Binatonghan Ama,Ward_93,Sagbama,SETNAME_12101647,Nearest GRID3 settlement-name point in same ward,1273.186377,Nearest-name assignment; manual review required,E0
SET_SET_2293,Rodeyesi Gbene,Ward_25,Ekeremor,SETNAME_12056641,Nearest GRID3 settlement-name point in same ward,1268.515144,Nearest-name assignment; manual review required,E0
SET_SET_1620,Azideyeregbene,Ward_28,Ekeremor,SETNAME_12019753,Nearest GRID3 settlement-name point in same ward,1266.921006,Nearest-name assignment; manual review required,E0
SET_SET_1151,Ofoni Camp,Ward_93,Sagbama,SETNAME_12089443,Nearest GRID3 settlement-name point in same ward,1266.327323,Nearest-name assignment; manual review required,E0
SET_SET_1739,New Jerusalem Zion,Ward_31,Ekeremor,SETNAME_12267335,Nearest GRID3 settlement-name point in same ward,1264.527002,Nearest-name assignment; manual review required,E0
SET_SET_2269,Bilabiri,Ward_25,Ekeremor,SETNAME_12082729,Nearest GRID3 settlement-name point in same ward,1263.920754,Nearest-name assignment; manual review required,E0
SET_SET_2439,Awolowo Gbene,Ward_27,Ekeremor,SETNAME_12084639,Nearest GRID3 settlement-name point in same ward,1262.566499,Nearest-name assignment; manual review required,E0
SET_SET_1839,Osadebe Gbene,Ward_27,Ekeremor,SETNAME_12150808,Nearest GRID3 settlement-name point in same ward,1261.035558,Nearest-name assignment; manual review required,E0
SET_SET_1703,Atabai Gbene,Ward_27,Ekeremor,SETNAME_12154089,Nearest GRID3 settlement-name point in same ward,1258.537939,Nearest-name assignment; manual review required,E0
SET_SET_1692,Tekiene Gbene,Ward_27,Ekeremor,SETNAME_12001234,Nearest GRID3 settlement-name point in same ward,1258.37858,Nearest-name assignment; manual review required,E0
SET_SET_1615,Azideyeregbene,Ward_28,Ekeremor,SETNAME_12019753,Nearest GRID3 settlement-name point in same ward,1241.163955,Nearest-name assignment; manual review required,E0
SET_SET_1675,Ebiama Zion,Ward_34,Ekeremor,SETNAME_12236618,Nearest GRID3 settlement-name point in same ward,1219.462409,Nearest-name assignment; manual review required,E0
SET_SET_1654,Deinnimugha,Ward_5,Ekeremor,SETNAME_12067049,Nearest GRID3 settlement-name point in same ward,1216.497848,Nearest-name assignment; manual review required,E0
SET_SET_2141,Tamo Ndoro,Ward_30,Ekeremor,SETNAME_12223083,Nearest GRID3 settlement-name point in same ward,1214.079051,Nearest-name assignment; manual review required,E0
SET_SET_1885,Yeyegbene,Ward_26,Ekeremor,SETNAME_12217098,Nearest GRID3 settlement-name point in same ward,1203.743892,Nearest-name assignment; manual review required,E0
SET_SET_42,Alaba Gbene I,Ward_78,Sagbama,SETNAME_12100788,Nearest GRID3 settlement-name point in same ward,1203.13745,Nearest-name assignment; manual review required,E0
SET_SET_2209,Fouriri Egbemo Angalabari,Ward_25,Ekeremor,SETNAME_12029535,Nearest GRID3 settlement-name point in same ward,1200.259009,Nearest-name assignment; manual review required,E0
SET_SET_2219,Deide Central Zion,Ward_25,Ekeremor,SETNAME_12142552,Nearest GRID3 settlement-name point in same ward,1197.002907,Nearest-name assignment; manual review required,E0
SET_SET_1767,Charlesgbene Ii,Ward_25,Ekeremor,SETNAME_12019450,Nearest GRID3 settlement-name point in same ward,1196.554262,Nearest-name assignment; manual review required,E0
SET_SET_1593,Ogugufagbene,Ward_27,Ekeremor,SETNAME_12141266,Nearest GRID3 settlement-name point in same ward,1196.221942,Nearest-name assignment; manual review required,E0
SET_SET_267,Akuhma Camp,Ward_93,Sagbama,SETNAME_12022313,Nearest GRID3 settlement-name point in same ward,1193.392271,Nearest-name assignment; manual review required,E0
SET_SET_1718,Siayei Gbene,Ward_28,Ekeremor,SETNAME_12129675,Nearest GRID3 settlement-name point in same ward,1190.349527,Nearest-name assignment; manual review required,E0
SET_SET_1852,Selekeowei,Ward_25,Ekeremor,SETNAME_12084557,Nearest GRID3 settlement-name point in same ward,1183.216208,Nearest-name assignment; manual review required,E0
SET_SET_1542,Ogboro Dono Camp,Ward_93,Sagbama,SETNAME_12137888,Nearest GRID3 settlement-name point in same ward,1172.786751,Nearest-name assignment; manual review required,E0
SET_SET_1897,Sandfield I,Ward_31,Ekeremor,SETNAME_12115218,Nearest GRID3 settlement-name point in same ward,1172.664366,Nearest-name assignment; manual review required,E0
SET_SET_2390,Azatitor,Ward_5,Ekeremor,SETNAME_12166876,Nearest GRID3 settlement-name point in same ward,1166.393984,Nearest-name assignment; manual review required,E0
SET_SET_91,Sukeme Gbene,Ward_78,Sagbama,SETNAME_12025462,Nearest GRID3 settlement-name point in same ward,1163.472977,Nearest-name assignment; manual review required,E0
SET_SET_1610,Gbaye Gbene,Ward_27,Ekeremor,SETNAME_12133859,Nearest GRID3 settlement-name point in same ward,1152.523458,Nearest-name assignment; manual review required,E0
SET_SET_2443,Egbemo Angalabiri,Ward_25,Ekeremor,SETNAME_12028751,Nearest GRID3 settlement-name point in same ward,1151.832976,Nearest-name assignment; manual review required,E0
SET_SET_1696,Egiren Gbene,Ward_27,Ekeremor,SETNAME_12210521,Nearest GRID3 settlement-name point in same ward,1151.504126,Nearest-name assignment; manual review required,E0
SET_SET_1704,Atabai Gbene,Ward_27,Ekeremor,SETNAME_12154089,Nearest GRID3 settlement-name point in same ward,1145.47163,Nearest-name assignment; manual review required,E0
SET_SET_2440,Yangagbene,Ward_25,Ekeremor,SETNAME_12196889,Nearest GRID3 settlement-name point in same ward,1140.890944,Nearest-name assignment; manual review required,E0
SET_SET_456,Korotimi Sere Gbene,Ward_97,Sagbama,SETNAME_12102710,Nearest GRID3 settlement-name point in same ward,1126.291274,Nearest-name assignment; manual review required,E0
SET_SET_1859,Faithgbene,Ward_25,Ekeremor,SETNAME_12041972,Nearest GRID3 settlement-name point in same ward,1121.655117,Nearest-name assignment; manual review required,E0
SET_SET_2275,Benbiri New Year,Ward_25,Ekeremor,SETNAME_12017837,Nearest GRID3 settlement-name point in same ward,1110.915683,Nearest-name assignment; manual review required,E0
SET_SET_1709,Okpe Gbene Ii,Ward_28,Ekeremor,SETNAME_12155086,Nearest GRID3 settlement-name point in same ward,1104.834653,Nearest-name assignment; manual review required,E0
SET_SET_1732,Egbedikumo Gbene,Ward_28,Ekeremor,SETNAME_12161162,Nearest GRID3 settlement-name point in same ward,1103.767685,Nearest-name assignment; manual review required,E0
SET_SET_2435,Yeyegbene,Ward_26,Ekeremor,SETNAME_12217098,Nearest GRID3 settlement-name point in same ward,1103.040734,Nearest-name assignment; manual review required,E0
SET_SET_2434,Awolowo Gbene,Ward_27,Ekeremor,SETNAME_12084639,Nearest GRID3 settlement-name point in same ward,1095.30861,Nearest-name assignment; manual review required,E0
SET_SET_274,Ofubo Camp,Ward_93,Sagbama,SETNAME_12192001,Nearest GRID3 settlement-name point in same ward,1080.704305,Nearest-name assignment; manual review required,E0
SET_SET_325,Opuamgbere Gbene,Ward_60,Sagbama,SETNAME_12225476,Nearest GRID3 settlement-name point in same ward,1079.126507,Nearest-name assignment; manual review required,E0
SET_SET_457,Korotimi Sere Gbene,Ward_97,Sagbama,SETNAME_12102710,Nearest GRID3 settlement-name point in same ward,1073.854293,Nearest-name assignment; manual review required,E0
